Deuda Pública Total Mensual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datos actualizados hasta: Octubre 2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Millones de US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Concepto;2019-01;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-1(p);2023-2(p);2023-3(p);2023-4(p);2023-5(p);2023-6(p);2023-7(p);2023-8(p);2023-9(p);2023-10(p);2023-11(p);2023-12(p);2024-1(p);2024-2(p);2024-3(p);2024-4(p);2024-5(p);2024-6(p);2024-7(p);2024-8(p);2024-9(p);2024-10(p)
Deuda Pública Total;19115.16;19135.14;19286.6;19273.34;19240.87;19280.93;19389.45;20311.53;20273.52;20556.83;19760.99;19808.35;19854.43;19845.54;20533.74;21267.55;21252.74;21258.37;21874.2;22084.25;22710.25;22717.51;22653.48;22622.9;22821.38;22721.96;22978.91;23216.26;23298.24;23255.62;23692.69;23472.28;23637.89;24022.13;24128.92;24369.53;24375.81;24483.88;24639.48;24517.46;24601.13;24586.36;24663.67;25065.54;24815.72;25062.07;25231.64;25350.13;25769.46;25688.78;25710.28;19588.8;19534.92;19548.03;19726.88;19600.76;19616.15;19787.17;20052.56;20101.47;20140.36;20217.88;20261.33;20746.49;20792.59;20732.57;20758.87;20859.08;20943.05;20836.88
"Notas
 Fuente: Ministerio de Hacienda y Banco Central de Reserva
 Nota: Una de las causas por las que podría variar el saldo de la Deuda Pública Externa es por reintegros reportados por los acreedores.
 (p)=Cifras preliminares";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
