"Producto Interno Bruto: Producción, Gasto e Ingreso. A precios corrientes",,,,,
Datos actualizados hasta: 2023,,,,,
Millones de US$,,,,,
Concepto,2019,2020(r),2021,2022(p),2023(e)
Producto Interno Bruto por enfoque de la producción,26881.14,24921.19,29043.14,31988.92,34015.62
"Notas
 Fuente: Departamento de Cuentas Nacionales
 (e) Cifras Estimadas (p) Cifras Preliminares (r) Cifras Revisadas
 Año 2022 y 2023 por suma de trimestres
 1/ En 2022 y 2023 las cifras de la letra T (Actividades de los Hogares como empleadores) se incluyen en letra S (otras actividades de servicios)
 2/ En 2022 y 2023 las cifras de las ISFLSH se incluyen dentro del consumo final de los Hogares.
 3/ En los periodos 2005-2006 y 2014-2021, las cifras de exportaciones e importaciones no coinciden con los de Balanza de pagos por análisis Oferta y Utilización.
 4/ En 2022 y 2023 las cifras de los impuestos sobre productos son netos de subvenciones.",,,,,
